Gerçek Değer,Tahmin
9.25393898058043,9.284533
9.981202707003789,9.85879
3.3129155167663225,3.2668111
2.436180471026238,2.4678717
4.637848857169699,4.706295
5.693273446091323,5.777692
3.638569976606836,3.7096736
4.411399294388468,4.4264913
3.6069658855332616,3.3312187
8.19408454745961,8.196168
7.700623545978086,7.537948
7.079612126087854,7.136039
5.097742856633638,5.0650125
9.272327530513888,9.299708
9.75626033228016,9.337455
3.389114501003296,3.579875
3.784101131295024,3.946357
6.205048224002957,6.1459217
2.7300045542579623,2.7182596
5.491587190584903,5.6602187
6.654330118221681,6.4824157
6.176588569098665,6.300597
4.6472686646242085,4.659774
6.339566448617655,6.5318046
9.670407634070784,9.546105
3.648139234331008,3.4665835
7.238650867152029,7.2833505
2.347173553248415,2.203873
2.5313312358514795,2.411473
6.41462579378868,6.57777
2.839513442623596,2.7943518
2.1787743074148587,1.9495
3.372103981184177,3.3314881
6.518793367996596,6.279226
7.626727636151459,7.6754966
3.61982851313104,3.6981955
7.346075497665396,7.268286
3.4598106487938347,3.4393227
6.907659413050057,6.857059
5.295677439166391,4.6834874
7.230396074668934,7.1703343
9.960422019833976,9.964234
9.502535721860497,9.497855
2.034254062688829,2.0774302
9.083510114898443,9.159617
2.531926361398132,2.550812
9.62437268927876,9.608365
4.254605432797478,4.3038235
5.056278643290168,5.0536075
2.733105641405823,2.6773875
2.8981820666312768,2.833141
7.813924521834557,7.8556786
9.554657885986334,9.556815
6.885987959634476,6.7684
7.726800124214488,7.665086
8.095757956777227,8.063809
4.102514196423534,4.1042366
2.3618370473617194,2.3907156
2.0149819513533487,2.1808395
4.805194263632149,4.7465534
3.9317138255937287,4.013091
2.498541800393485,2.5705597
3.436226339949334,3.5110364
2.9959911861435824,3.122599
9.319027044938965,9.352353
3.1221377076733514,3.0708332
6.3011877119014335,6.3059435
6.744847640897317,6.6145434
6.34791566166907,6.168736
2.792451473727904,2.6579916
4.55038689400441,4.4843326
2.410162659705226,2.3905997
5.165359312770528,5.323179
3.508791450172736,3.4925091
6.493060266275038,6.4391274
7.542467150792804,7.6174307
6.256958881637652,6.006884
5.473893572891166,5.53639
5.098667366853539,4.9369187
8.73353414477603,8.837101
3.754944520522161,3.5236027
7.873746716230951,7.779945
8.059858597920952,8.066935
5.353600058165876,5.5994525
4.378404793805115,4.3750396
5.764331888367802,5.811127
2.745711407141588,2.7864094
2.36744025783272,2.3920393
2.8928255956151343,2.9769125
3.4971602516978093,3.6806164
6.033414562704344,5.9851832
8.793093089288977,8.671304
3.885138655997496,3.6878297
9.481296085974224,9.470091
9.639263271480027,9.535813
9.671236838761642,9.375568
8.700501877410591,8.821653
4.910600326381765,4.9406943
2.5814712880209845,2.5721629
6.550549854131959,6.400998
6.46945155149787,6.515934
8.799806136876764,8.835015
9.96792840756884,9.8909025
6.065258452481181,5.8473125
4.761632248318274,4.782057
3.487213692450136,3.3581796
2.038398598538966,2.1693485
6.072909539911033,5.9139996
6.444149333620766,6.159708
8.599507838539179,8.670574
6.036615743142405,6.0702796
9.331746789328452,9.224733
7.024667812571484,6.8880167
8.722689905768664,8.649429
3.186413878461977,3.5030754
8.842689042418517,8.706392
7.401150835550787,7.2501564
3.3618642595066444,3.268562
3.518108465168087,3.3903823
9.41200495235377,9.26527
2.257722883602983,2.3629825
5.700279546365649,5.6276755
4.5078023194728125,4.6389947
7.320619519987424,7.38328
8.717035100551936,8.710449
4.8830249724525565,4.7029185
5.4152166985826975,5.765243
9.855342276011314,9.828456
8.271332077433623,8.485414
9.177633047454332,9.109777
5.510097765213038,5.4686394
3.8726096318729217,4.404187
5.2949077230916135,5.155723
7.728735342652108,7.6963997
2.8754432386878346,2.8568857
4.163752844932071,4.109762
2.373087203692723,2.3460455
5.4587819067050525,5.5590906
8.619565887836906,8.433747
2.1973095063840864,2.2190652
7.402588214457328,7.338811
9.459966996109916,9.451827
3.895422892089458,3.900925
7.549078725821185,7.698734
9.800815208801602,9.687487
9.698224481219706,9.641078
3.879433544233146,4.091596
2.8026484256965496,2.861016
3.186260303167328,3.1429687
7.616285347857137,7.930361
7.806071003626204,7.8379292
7.393892493025592,7.4063497
4.688627101937905,4.6524343
3.358215518064977,3.4362044
6.646088735618025,6.6379313
5.869443566062932,5.993706
7.8306731769784275,7.9824634
5.530880629484972,5.4450555
4.709117557491747,4.8709745
4.347828618872115,4.357337
3.691762560397972,3.7619681
4.125971009493291,4.0224996
2.758643510752811,2.6907148
4.774856087431116,4.4585767
2.2925584989036656,2.2603145
3.4913107773306145,3.3499992
7.974163556955433,7.8946834
4.603751909412981,4.563755
7.345896135818751,7.351126
7.735073404778219,7.963024
6.649482741856908,6.5317926
9.669581930923188,9.535512
2.171518932984906,2.1825552
7.909221204705137,7.6394105
9.670293151523264,9.584955
8.898173834823513,9.01236
3.3431415344401065,3.1670947
4.614562450013857,4.304895
3.379614719011723,3.3601763
6.810466910517633,6.8988404
7.697503855835938,8.060969
4.536590154904466,4.485386
6.316052591874364,6.3582716
7.52736456056956,7.596594
5.370718532888387,5.4506855
8.832124243643674,8.607155
8.172399482302538,8.17434
2.5173243508045653,2.4958198
6.969002392726632,7.064517
3.882604407677997,3.886709
6.460146117338202,6.3646054
9.65510754106373,9.655162
9.032496036418,8.918941
5.236131224921054,5.3366528
4.332110866754827,4.4432864
3.875245955266072,3.8647292
6.260118958052161,6.139081
2.9139876260644506,3.1638565
6.394200065025989,6.467469
2.010669115926336,2.025891
4.590797045966759,4.5002503
3.75947451064465,3.583106
9.769750319686256,9.804959
7.817938556559832,8.006651
4.797227043697902,4.7493625
2.742760692244964,2.6848686
6.134404757524992,6.090111
3.7075830506083385,3.8387742
6.291436367186862,6.298747
8.682898833431139,8.618924
6.926340416811083,6.955123
7.070307356360018,7.1681433
6.328242312502492,6.4945107
9.418125061051274,9.457314
9.455221475364826,9.520644
6.1017856085884175,6.0238075
4.446075897148035,4.1720304
5.676696047035551,5.587374
3.492463297564925,3.5211923
7.090754522544715,6.980299
6.000738686257866,6.1170363
2.826403822506239,2.8154554
3.5811822489569227,3.4632475
5.837055649596215,6.2637095
9.100711925750868,9.101787
6.531125765048779,6.537566
7.452280001667766,7.320929
4.712228397951278,4.733842
6.571291144353874,6.467285
5.579038581104539,5.587168
7.273039300985285,7.2238503
2.404604528632083,2.3855643
5.946401729911673,6.0162044
4.367941001151736,4.502935
4.609480490223274,4.701762
9.687339452464492,9.658393
3.461558501691062,3.3231418
4.489962020628775,4.5472317
6.079140605846974,6.1089487
8.90421558519699,8.981385
5.333360665650964,5.1899486
7.950922247105368,7.948312
8.850992785718418,8.605717
4.480130846574792,4.559574
5.14200146830968,5.2333364
4.85244978950685,4.8336644
8.662846468943368,8.632512
2.3547748956288093,2.3576474
4.46736871062944,4.5434227
7.435268460761039,7.4243927
6.523547996522741,6.340703
5.490314874349554,5.612153
6.319585817771075,6.3817163
3.5806766866265463,3.5995715
5.445732972864083,5.447232
6.0136238734107925,5.9374046
9.209512975636812,9.28992
4.086681302431811,4.0705266
8.94262801731946,9.009943
7.153931206607855,7.099298
2.162726648540808,2.1978617
7.797050695195149,7.822901
2.2844150203924407,2.2617006
9.979049014510505,9.618871
8.981093501529582,8.9845495
4.378749980320365,4.174161
4.059289841573643,4.064836
5.051528656844871,5.01821
4.849335722515544,4.9044056
4.978702547083048,5.187212
4.546212368955843,4.6473246
6.969067254786651,6.9950304
3.314109309764992,3.4018352
8.767850339568106,8.834183
8.499219872250523,8.500877
5.811865662842163,5.712628
8.82183972222838,8.824707
3.9771605602423454,4.1265607
2.140523645631736,2.1392653
6.953663400238584,6.9822392
5.663275255717723,5.3866687
6.537316370366965,6.2965126
9.194715272147224,9.171964
9.759404588527548,9.687652
7.075625118044824,6.9686475
8.112444718819507,8.011195
2.670467467897314,2.7448447
3.285724679132045,3.1325781
7.865638439623813,7.824002
5.450923651104016,5.504611
5.567722163235246,5.4316883
4.468861453083493,4.9788604
6.85885106782195,6.836759
3.481320363329621,3.4713423
7.015330234511165,6.756303
3.390390857081917,3.340703
2.5106082776777088,2.4442298
4.642861509592488,4.684419
3.849122736078781,3.8090575
9.11193310845066,9.278191
2.439627630949013,2.4344053
3.412909540592983,3.6044102
6.389756844664396,6.1883883
5.848537526779789,5.0824656
2.3668161469976123,2.28935
2.058019424121156,2.1069589
9.9045435356892,9.853896
7.270677602870705,7.431242
4.923249047212455,4.8652296
5.763457981305931,5.2279477
4.132400963634296,4.101458
4.758990269545678,4.8489795
7.192355738145712,7.0891113
9.062494390938966,9.001073
3.473040184649479,3.5329278
8.722892043082549,8.7897835
2.9724530361461525,2.9695573
3.7199377887071297,3.8231409
2.297402304397168,2.313631
3.126494896743996,3.1729708
9.338425163712404,9.386278
5.675509972947029,5.541333
2.6213268942268284,2.6264403
9.67781470431169,9.765817
9.0319384620692,9.117692
8.03746016694513,7.9512362
9.467782335580464,9.402584
3.761035366686113,3.663078
8.69095434408069,8.572201
7.519929570834449,7.39388
8.958073996541508,8.748278
8.375292525941038,8.472398
4.7719605054146,4.7008505
8.195188296138046,8.491748
4.0996504238791225,4.2070503
4.628737304224439,4.3656173
2.863245737783809,2.8745263
9.480612927843753,9.5008955
4.328026907202252,4.498102
6.164979721371615,6.276832
5.130662691729541,5.0564895
9.679424964668012,9.691477
4.680393367507859,4.683539
8.228366571381512,8.258962
8.84332923704944,8.882993
5.484851979847727,5.5584574
5.02537451562345,4.975947
7.981966567461024,7.9834557
9.303167842449874,9.26593
8.039453864577906,7.837938
3.817010924734925,3.882954
9.106461979501642,9.0190735
5.100653339494665,5.0830746
6.609835294223474,6.4285583
8.651484954341688,8.914008
3.5071581392039377,3.4550815
8.276081085420426,8.277594
6.76930238328542,6.8378067
9.146733134620868,9.16379
3.375763214748344,3.5855787
5.365457896327428,5.372801
8.662744742934699,8.597529
2.1538536276540814,2.1314178
2.897610934125143,2.9030025
9.924521702053877,9.943348
4.243153428722804,4.2260003
9.804345549791629,9.784684
3.460252408069392,3.6730309
4.888755544058685,4.7741065
8.022955556028565,7.978698
7.262227257905428,7.367141
6.6489791994324445,6.6226945
6.2391934064400605,6.184278
8.747523549317922,8.803134
3.8795885026671417,3.9946995
5.539767415948147,5.416805
3.2436183372516583,3.3603268
6.767532765845635,6.8421373
4.004355394170561,3.886966
4.670736514747087,5.038685
5.770005732988225,5.924406
2.2141646856250228,2.4038699
2.735503487366701,2.586269
7.487433765665757,7.6306953
5.431759845740058,5.261254
8.918321775999164,8.987468
7.557376029153596,7.8937984
2.06480753317858,2.0822551
6.933698646137079,6.6646857
2.749798928477732,2.708327
8.247465438323953,8.252222
9.932061506228017,9.857254
6.249590353932092,6.4108925
7.462236001553043,8.616264
3.898513287158013,3.6905558
5.5007819500303485,5.495863
8.848762657891069,8.858569
3.3393835819700097,3.3707585
4.124284844910097,4.1576385
5.563469402288241,5.662605
7.697991134752112,7.4958444
5.007071638365391,5.3220625
9.421858238264033,9.469295
2.7556564101497534,2.707618
4.96643358035878,5.0132747
7.671632987427375,7.714224
3.80789412529194,3.8270476
7.251305073837384,7.062085
3.313735665818768,2.81535
2.447842278893491,2.461978
2.968125733989191,2.9838567
9.439878265073077,9.470483
6.414007063516411,6.2814426
8.370766203837192,8.394321
4.66123600724041,4.6644588
6.741269183083573,6.695548
5.959617069639933,6.098745
9.565903675218353,9.465406
7.980597088432883,7.8358502
7.844341051972632,7.9134593
2.3708261554742363,2.3154526
6.397357352029529,6.591829
5.735931631214519,5.647861
9.422738132849556,9.377982
4.058735905516258,3.8979309
4.1586676263287545,4.443422
5.290769991052003,5.4323754
3.946957707251008,3.5757155
3.033471342469996,2.892987
8.859318773206407,8.860256
6.466212195231327,6.540805
8.890901751652535,8.864144
8.649078123229568,8.551496
4.256338838317369,4.244855
6.381899554594192,6.1342807
2.665741621920564,2.6350446
9.322015072246067,9.429622
5.234101720521225,5.288454
5.149409471112171,5.1355095
4.422042964943626,3.985942
5.685309957685631,5.359532
4.014075092363584,3.8314626
4.998818182374436,5.0215936
8.399576388679055,8.394436
8.674044028681376,8.626866
4.433459821028129,4.4790225
5.752115444422303,5.7100616
8.990558210240419,9.084504
2.421386654637577,2.3093355
9.113159695966283,9.169135
3.7534747652186535,3.8751135
7.428313953715007,7.3383007
6.660413571076802,6.826365
6.423525985514017,6.2341685
8.874881798022571,8.774384
