Gerçek Değer,Tahmin
9.25393898058043,9.262138765617458
9.981202707003789,9.861145643131014
3.3129155167663225,3.3406379441754677
2.436180471026238,2.9298038193316733
4.637848857169699,4.6633689065361486
5.693273446091323,5.702730991226511
3.638569976606836,3.6867144127130054
4.411399294388468,4.394512953799546
3.6069658855332616,3.534999416703284
8.19408454745961,8.161312188376106
7.700623545978086,7.71835299351585
7.079612126087854,7.065508352995981
5.097742856633638,5.168910268717792
9.272327530513888,9.266920355734047
9.75626033228016,9.480860812924483
3.389114501003296,3.396289574077697
3.784101131295024,3.7807911171473476
6.205048224002957,6.16140009768785
2.7300045542579623,2.8460573329130163
5.491587190584903,5.5207506058328635
6.654330118221681,6.73646549909736
6.176588569098665,6.353469675744922
4.6472686646242085,4.692913525539979
6.339566448617655,6.454163898605675
9.670407634070784,9.661220555216477
3.648139234331008,3.543989437973201
7.238650867152029,7.250145338936136
2.347173553248415,2.4392010018862105
2.5313312358514795,2.5567635005481817
6.41462579378868,6.485134112472227
2.839513442623596,2.7465372833648796
2.1787743074148587,2.5319879499253886
3.372103981184177,3.328405336226757
6.518793367996596,6.550840971318908
7.626727636151459,7.621444851758684
3.61982851313104,3.600897551694116
7.346075497665396,7.260923613654118
3.4598106487938347,3.516902765702393
6.907659413050057,6.884845609200289
5.295677439166391,5.316546410574502
7.230396074668934,7.20799755213646
9.960422019833976,9.910170861199672
9.502535721860497,9.463090846742057
2.034254062688829,2.173278471964815
9.083510114898443,9.057697149240907
2.531926361398132,2.538690017822411
9.62437268927876,9.281262242449255
4.254605432797478,4.311443932807962
5.056278643290168,5.049555972022073
2.733105641405823,2.6501630552525537
2.8981820666312768,3.0772486982957896
7.813924521834557,7.787196674864607
9.554657885986334,9.534775746785094
6.885987959634476,6.821610639631253
7.726800124214488,7.728729486913073
8.095757956777227,8.080889302009647
4.102514196423534,4.061998516806068
2.3618370473617194,2.4097222265094116
2.0149819513533487,2.32055994958687
4.805194263632149,4.80079163516926
3.9317138255937287,3.9971733601253736
2.498541800393485,2.547110338806111
3.436226339949334,3.403759535422327
2.9959911861435824,2.969366410640695
9.319027044938965,9.346789133656646
3.1221377076733514,3.1449612121044495
6.3011877119014335,6.35418752970285
6.744847640897317,6.728739369123238
6.34791566166907,6.169763039883813
2.792451473727904,2.6253118436278133
4.55038689400441,4.508166301522297
2.410162659705226,2.4466047508841062
5.165359312770528,5.329375827435114
3.508791450172736,3.519041384501703
6.493060266275038,6.4795674601675355
7.542467150792804,7.54961220463583
6.256958881637652,6.003284575463398
5.473893572891166,5.496325522478453
5.098667366853539,5.130184217373726
8.73353414477603,8.735538299021647
3.754944520522161,3.688812657877552
7.873746716230951,7.539425765380153
8.059858597920952,8.024202204789315
5.353600058165876,5.4251730309978585
4.378404793805115,4.455972683884554
5.764331888367802,5.7693352164253735
2.745711407141588,2.66541332820343
2.36744025783272,2.417878119227646
2.8928255956151343,2.9129268927123606
3.4971602516978093,3.5894944415441703
6.033414562704344,6.023204967689453
8.793093089288977,8.836498485169118
3.885138655997496,3.6247815949887126
9.481296085974224,9.495923277293784
9.639263271480027,9.62097770652441
9.671236838761642,8.933576323392753
8.700501877410591,8.716235823110457
4.910600326381765,5.108886428977906
2.5814712880209845,2.5996576674494163
6.550549854131959,6.528176585734595
6.46945155149787,6.457280763523869
8.799806136876764,8.811442803045018
9.96792840756884,9.79153369936401
6.065258452481181,5.822484908789646
4.761632248318274,4.730855987020408
3.487213692450136,3.2990148805803323
2.038398598538966,2.583804205109591
6.072909539911033,6.109306881182686
6.444149333620766,6.8266551680570595
8.599507838539179,8.584078970205388
6.036615743142405,6.013877430414694
9.331746789328452,9.337818740509242
7.024667812571484,6.925952758659543
8.722689905768664,8.704064085329833
3.186413878461977,3.4216516100499414
8.842689042418517,8.844600627780954
7.401150835550787,7.407984517480934
3.3618642595066444,3.250090618473311
3.518108465168087,3.53863116299274
9.41200495235377,9.391709400099941
2.257722883602983,2.4258561600991486
5.700279546365649,5.618342455932692
4.5078023194728125,4.596513255285778
7.320619519987424,7.327146475217373
8.717035100551936,8.787519523995579
4.8830249724525565,4.809003173546465
5.4152166985826975,5.388182513393994
9.855342276011314,9.209987583213042
8.271332077433623,8.33848164879192
9.177633047454332,9.051065381489174
5.510097765213038,5.4394313344604
3.8726096318729217,4.146862790143043
5.2949077230916135,4.9026733254825965
7.728735342652108,7.665558916206478
2.8754432386878346,2.875033829615573
4.163752844932071,4.292691374319232
2.373087203692723,2.338276589451718
5.4587819067050525,5.445401705380902
8.619565887836906,8.63565675779536
2.1973095063840864,2.1665372895792516
7.402588214457328,7.421401269426151
9.459966996109916,9.462374437559507
3.895422892089458,3.8348064433091276
7.549078725821185,7.66240672292778
9.800815208801602,9.795864730475452
9.698224481219706,9.63706367601488
3.879433544233146,3.9450970015929325
2.8026484256965496,2.9438063345570744
3.186260303167328,3.1325479962834506
7.616285347857137,7.646927083449533
7.806071003626204,7.806899698769666
7.393892493025592,7.3840616550300044
4.688627101937905,4.717296762084675
3.358215518064977,3.344349679630736
6.646088735618025,6.602936541643246
5.869443566062932,5.826922842319306
7.8306731769784275,7.833898960912786
5.530880629484972,4.598364075286309
4.709117557491747,4.774304493245245
4.347828618872115,4.256405299821199
3.691762560397972,3.764606141561076
4.125971009493291,3.948286893862343
2.758643510752811,2.7041984857404575
4.774856087431116,4.732977383591941
2.2925584989036656,2.362066401858193
3.4913107773306145,3.5022877785870903
7.974163556955433,7.931383339886395
4.603751909412981,4.626574139785728
7.345896135818751,7.366957943592734
7.735073404778219,7.709504036456
6.649482741856908,6.6117044434948475
9.669581930923188,9.69181453461078
2.171518932984906,2.204679729132047
7.909221204705137,7.908165605784657
9.670293151523264,9.58084688226441
8.898173834823513,8.892703574530195
3.3431415344401065,3.3584927716608437
4.614562450013857,4.285473985670855
3.379614719011723,3.3857590649254594
6.810466910517633,6.833942746947434
7.697503855835938,7.714263076217796
4.536590154904466,4.62055200584258
6.316052591874364,6.380309723899693
7.52736456056956,7.56585895988815
5.370718532888387,5.347382146922282
8.832124243643674,8.756850693096466
8.172399482302538,8.218007079503575
2.5173243508045653,2.5456341755436696
6.969002392726632,7.033818155809895
3.882604407677997,3.836130864550149
6.460146117338202,6.457394054414668
9.65510754106373,9.681512964456193
9.032496036418,8.98157355373349
5.236131224921054,5.563407031478391
4.332110866754827,4.298792081812843
3.875245955266072,3.874030608238288
6.260118958052161,6.244109423881746
2.9139876260644506,3.0041398405493216
6.394200065025989,6.370376891610882
2.010669115926336,2.0547188061451367
4.590797045966759,4.490141679257153
3.75947451064465,3.7512919902724153
9.769750319686256,9.769052874107587
7.817938556559832,7.813992581475969
4.797227043697902,4.832400577647948
2.742760692244964,2.7244308042530294
6.134404757524992,6.101520250700332
3.7075830506083385,3.763948988941105
6.291436367186862,6.408923853049003
8.682898833431139,8.717415609803195
6.926340416811083,6.922596662530346
7.070307356360018,7.251237123915505
6.328242312502492,6.272660612520951
9.418125061051274,9.443152340615738
9.455221475364826,9.484754550116403
6.1017856085884175,6.089321814730737
4.446075897148035,4.527337662528174
5.676696047035551,5.607926479421568
3.492463297564925,3.364150916559735
7.090754522544715,7.0706819858906975
6.000738686257866,5.993032085154653
2.826403822506239,2.75199619697882
3.5811822489569227,3.17598373453823
5.837055649596215,5.904267096945599
9.100711925750868,9.0830240505506
6.531125765048779,6.550448438472869
7.452280001667766,7.447539110425578
4.712228397951278,4.705787023757713
6.571291144353874,6.56363613145267
5.579038581104539,5.596065574657096
7.273039300985285,7.2748124856691785
2.404604528632083,2.484036985816424
5.946401729911673,5.86455854168293
4.367941001151736,4.118827611214135
4.609480490223274,4.599323687113306
9.687339452464492,9.695034842452545
3.461558501691062,3.4078023436511415
4.489962020628775,4.469234781463144
6.079140605846974,6.09554765120909
8.90421558519699,8.773876435739986
5.333360665650964,5.383986994069946
7.950922247105368,7.8840074527153945
8.850992785718418,8.716120939577015
4.480130846574792,4.429154931192846
5.14200146830968,5.15914965676838
4.85244978950685,4.840123936198802
8.662846468943368,8.653479980827338
2.3547748956288093,2.357849458600037
4.46736871062944,4.668231570977813
7.435268460761039,7.446156598673448
6.523547996522741,6.489973736930881
5.490314874349554,5.519576454272575
6.319585817771075,6.283348600777772
3.5806766866265463,3.5349608750968584
5.445732972864083,5.470953173839406
6.0136238734107925,5.991188288831531
9.209512975636812,9.229671337037336
4.086681302431811,4.061521220134892
8.94262801731946,8.971303867154214
7.153931206607855,7.213154664890738
2.162726648540808,2.1782047113124428
7.797050695195149,7.7997109747268105
2.2844150203924407,2.367903583258142
9.979049014510505,9.62484813506863
8.981093501529582,8.954763277256449
4.378749980320365,4.625724380851376
4.059289841573643,3.9870520637604248
5.051528656844871,5.0644250997438744
4.849335722515544,4.724948060445272
4.978702547083048,4.967563849524401
4.546212368955843,4.569871508985488
6.969067254786651,6.933785042651815
3.314109309764992,3.2568185440920217
8.767850339568106,8.722966850883127
8.499219872250523,8.50456717880118
5.811865662842163,5.762787652512133
8.82183972222838,8.791263212608374
3.9771605602423454,4.073250366011961
2.140523645631736,2.2148381560357246
6.953663400238584,6.923032591315237
5.663275255717723,5.728577279364941
6.537316370366965,6.587791035600527
9.194715272147224,9.178998430680801
9.759404588527548,9.72292992828407
7.075625118044824,7.084234631400508
8.112444718819507,8.083223632752633
2.670467467897314,2.7993712712657164
3.285724679132045,3.199795531361399
7.865638439623813,7.873143172122784
5.450923651104016,5.432040842427402
5.567722163235246,5.415696400453876
4.468861453083493,4.754980638981161
6.85885106782195,6.789499099320003
3.481320363329621,3.4147049697158707
7.015330234511165,7.337049104458832
3.390390857081917,3.4605329986335875
2.5106082776777088,2.5195687389728354
4.642861509592488,5.184456479473721
3.849122736078781,3.7437312416439505
9.11193310845066,9.108694396630739
2.439627630949013,2.4357351679433528
3.412909540592983,3.6028911971467026
6.389756844664396,6.395630557490756
5.848537526779789,5.107966496748874
2.3668161469976123,2.427808139505831
2.058019424121156,2.3027266025787423
9.9045435356892,9.841253681561986
7.270677602870705,7.281806848113291
4.923249047212455,4.711586135595019
5.763457981305931,5.790202878278206
4.132400963634296,4.170698186386917
4.758990269545678,4.7625858620974215
7.192355738145712,7.193501836966365
9.062494390938966,9.132828367105947
