Coffee_Consumption_kg,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend,total_types,is_mixed,year_diff_squared,year_diff_cubed,yearly_trend_positive,log_price,price_per_capita_log,price_trend_interaction,americano_price_interaction,americano_year_trend
9.25393898058043,1,0,0,0,0,0,4.188585653755145,-0.950239422395274,426.3957996463326,1.0,0.0,1,0,0,0,0,-3.0005322228065663,-0.0144129675067906,-0.0,-0.950239422395274,0.0
9.981202707003789,0,0,0,0,1,12,4.412273068472754,-1.6232142396418243,358.418083630113,0.0,0.0,1,0,144,1728,0,-0.014357136033979805,-0.0196856608006844,-0.0,-0.0,0.0
3.3129155167663225,0,0,0,1,0,3,4.708979255471176,-0.2203556476958225,972.6560354188013,0.0,0.0,1,0,9,27,0,-0.2489174218636112,-0.001986280046605,-0.0,-0.0,0.0
2.436180471026238,0,0,1,0,0,18,3.764385898178337,0.7257000678510792,506.8082629306869,0.0,0.0,1,0,324,5832,0,0.5456328045893992,0.0168230656748684,0.0,0.0,0.0
4.637848857169699,0,0,0,0,1,4,4.181809842840036,-0.1468601064760328,589.299331151562,0.0,0.0,1,0,16,64,0,-0.1588317431506838,-0.0022426778804718,-0.0,-0.0,0.0
5.693273446091323,0,0,0,1,0,19,4.780120138898306,-0.1276096639063,1079.186643405989,0.0,0.0,1,0,361,6859,0,-0.1365183220960039,-0.001071281896041,-0.0,-0.0,0.0
3.638569976606836,0,0,0,1,0,1,4.930587991035561,0.6048289533578328,1574.0035219446345,0.0,0.0,1,0,1,1,0,0.4730171797862592,0.0043682291812425,0.0,0.0,0.0
4.411399294388468,0,0,0,0,1,15,4.896399382334178,-0.8452574801046804,909.6578720514502,0.0,0.0,1,0,225,3375,0,-1.865992705287984,-0.0063169841877776,-0.0,-0.0,0.0
3.6069658855332616,0,0,0,1,0,8,4.278983042070323,0.8913608062604543,885.5460820839262,0.0,0.0,1,0,64,512,0,0.6372965733059264,0.0123513608678268,0.0,0.0,0.0
8.19408454745961,0,0,0,0,1,2,4.364486244443501,-1.1987773816387424,446.83313839542296,0.0,0.0,1,0,4,8,0,-0.014357136033979805,-0.0152498737345747,-0.0,-0.0,0.0
7.700623545978086,0,0,0,1,0,10,4.379983434770242,-0.3518082410473446,666.8965367284377,0.0,0.0,1,0,100,1000,0,-0.4335687020971712,-0.0044065973806608,-0.0,-0.0,0.0
7.079612126087854,0,0,0,1,0,2,4.870902770417547,0.5566682329953291,1463.0111948813485,0.0,-0.1360093876157615,1,0,4,8,0,0.4425477892190395,0.004267664235332,-0.0757121054748427,0.0,-0.0
5.097742856633638,0,0,0,1,0,16,4.837479495379612,1.1583255133865584,1654.099188371957,0.0,0.0,1,0,256,4096,0,0.7693326957695653,0.009182056718015,0.0,0.0,0.0
9.272327530513888,0,0,0,0,1,4,3.859009216116728,1.0297359516720204,602.5374297963175,0.0,0.999273330388872,1,0,16,64,1,0.7079057115254905,0.0217159817281336,1.0289876738484542,0.0,0.0
9.75626033228016,0,0,0,1,0,5,3.229404353834925,0.7859275418305894,301.6225223726969,0.0,0.0,1,0,25,125,0,0.5799379115476627,0.031107851538856,0.0,0.0,0.0
3.389114501003296,1,0,0,0,0,10,4.051214518397176,-0.4797565143011243,456.8677774276382,1.0,-0.5598908996436559,1,0,100,1000,0,-0.6534583352690064,-0.0083483523407551,0.2686113064019609,-0.4797565143011243,-0.5598908996436559
3.784101131295024,1,0,0,0,0,17,3.783565600708232,-1.3063225871226132,235.0485651999805,1.0,0.0,1,0,289,4913,0,-0.014357136033979805,-0.0297076825046661,-0.0,-1.3063225871226132,0.0
6.205048224002957,1,0,0,0,0,19,4.96050853306102,-0.9763486556744764,910.9496698366636,1.0,0.0898911290240223,1,0,361,6859,1,-3.7443353231428143,-0.0068435815891478,-0.087765082979665,-0.9763486556744764,0.0898911290240223
2.7300045542579623,1,0,0,0,0,6,3.704295913389279,1.2856126009794224,548.9244531379611,1.0,0.0,1,0,36,216,0,0.8266340851233861,0.0316486249648826,0.0,1.2856126009794224,0.0
5.491587190584903,1,0,0,0,0,22,3.332197209338317,1.2594239447769366,376.0553164723109,1.0,0.0,1,0,484,10648,0,0.8151098891021652,0.0449797549878319,0.0,1.2594239447769366,0.0
6.654330118221681,0,0,1,0,0,13,4.905440544856367,1.5883492087166449,1953.3916459197528,0.0,0.0,1,0,169,2197,0,0.9510203013522288,0.0117635995228104,0.0,0.0,0.0
6.176588569098665,0,0,0,1,0,2,2.630831594330831,-1.467995895175162,67.14763577754069,0.0,-0.1275526880436872,1,0,4,8,0,-0.014357136033979805,-0.1057229315401028,0.1872468224666907,-0.0,-0.0
4.6472686646242085,0,1,0,0,0,16,3.683355265404926,0.140582214437085,394.0133702390493,0.0,-0.0883673823255388,1,0,256,4096,0,0.1315388464546771,0.0035340241530999,-0.0124228822913327,0.0,-0.0
6.339566448617655,0,0,1,0,0,23,4.196112149627856,0.5310987572270497,739.7050787882913,0.0,0.0,1,0,529,12167,0,0.4259856196422461,0.0079951558361717,0.0,0.0,0.0
9.670407634070784,0,0,0,0,1,2,4.496147409607917,0.7474315125760583,1059.6629265176634,0.0,0.5656551388984559,1,0,4,8,1,0.5581470026989073,0.0083352646678307,0.4227884760632932,0.0,0.0
3.648139234331008,0,0,1,0,0,12,3.908481974564368,0.514274328173924,552.1660762705344,0.0,-0.6344990336914893,1,0,144,1728,0,0.4149363329040118,0.0103219723493714,-0.3263065642786946,0.0,-0.0
7.238650867152029,0,1,0,0,0,22,4.316672655023439,0.9546175634723348,934.497042309047,0.0,0.3181345603621468,1,0,484,10648,1,0.670194554594053,0.0127386177596607,0.303696838869255,0.0,0.0
